Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"SLC27A3","Solute Carrier Family 27 Member 3","Protein Coding","Q5K4L6","48","GC01P167165","1.06700217723846","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC27A3"
"AGMO","Alkylglycerol Monooxygenase","Protein Coding","Q6ZNB7","47","GC07M015117","1.06700217723846","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGMO"
"CPNE5","Copine 5","Protein Coding","Q9HCH3","42","GC06M097265","1.06700217723846","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPNE5"
"STAT4","Signal Transducer And Activator Of Transcription 4","Protein Coding","Q14765","59","GC02M191029","1.06631994247437","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAT4"
"HSPA8","Heat Shock Protein Family A (Hsp70) Member 8","Protein Coding","P11142","62","GC11M123057","1.06612110137939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA8"
"PTPN2","Protein Tyrosine Phosphatase Non-Receptor Type 2","Protein Coding","P17706","59","GC18M034980","1.06340229511261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN2"
"JAK1","Janus Kinase 1","Protein Coding","P23458","66","GC01M064833","1.05923426151276","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JAK1"
"GPR101","G Protein-Coupled Receptor 101","Protein Coding","Q96P66","51","GC0XM137030","1.05923426151276","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR101"
"STAG3L4","STAG3 Cohesin Complex Component Like 4 (Pseudogene)","Pseudogene","Q8TBR4","31","GC07P067302","1.05923426151276","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAG3L4"
"SLC51A","Solute Carrier Family 51 Member A","Protein Coding","Q86UW1","50","GC03P196211","1.05858778953552","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC51A"
"SLC51B","SLC51 Subunit Beta","Protein Coding","Q86UW2","45","GC15P166668","1.05858778953552","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC51B"
"SF3B4","Splicing Factor 3b Subunit 4","Protein Coding","Q15427","55","GC01M149923","1.05814838409424","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SF3B4"
"LINC01122","Long Intergenic Non-Protein Coding RNA 1122","RNA Gene","","18","GC02P058427","1.05289030075073","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01122"
"LAMA1","Laminin Subunit Alpha 1","Protein Coding","P25391","58","GC18M006941","1.05156397819519","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMA1"
"UGDH","UDP-Glucose 6-Dehydrogenase","Protein Coding","O60701","58","GC04M039502","1.05156397819519","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UGDH"
"REG3A","Regenerating Family Member 3 Alpha","Protein Coding","Q06141","50","GC02M079157","1.05156397819519","https://www.genecards.org/cgi-bin/carddisp.pl?gene=REG3A"
"COL20A1","Collagen Type XX Alpha 1 Chain","Protein Coding","Q9P218","46","GC20P063293","1.05156397819519","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL20A1"
"GGT2P","Gamma-Glutamyltransferase 2, Pseudogene","Pseudogene","P36268","40","GC22M079639","1.05156397819519","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GGT2P"
"MIR138-2","MicroRNA 138-2","RNA Gene","","25","GC16P097345","1.05156397819519","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR138-2"
"MIR2681","MicroRNA 2681","RNA Gene","","14","GC13M101967","1.05156397819519","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR2681"
"MIR3130-2","MicroRNA 3130-2","RNA Gene","","14","GC02P206783","1.05156397819519","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3130-2"
"EBF2","EBF Transcription Factor 2","Protein Coding","Q9HAK2","47","GC08M025841","1.05151402950287","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EBF2"
"NTRK3","Neurotrophic Receptor Tyrosine Kinase 3","Protein Coding","Q16288","66","GC15M087859","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NTRK3"
"ITGA3","Integrin Subunit Alpha 3","Protein Coding","P26006","62","GC17P050055","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGA3"
"NCSTN","Nicastrin","Protein Coding","Q92542","62","GC01P160343","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCSTN"
"ROS1","ROS Proto-Oncogene 1, Receptor Tyrosine Kinase","Protein Coding","P08922","60","GC06M117287","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ROS1"
"AXIN1","Axin 1","Protein Coding","O15169","59","GC16M000287","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AXIN1"
"SH2B3","SH2B Adaptor Protein 3","Protein Coding","Q9UQQ2","59","GC12P111405","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SH2B3"
"CRBN","Cereblon","Protein Coding","Q96SW2","58","GC03M003144","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRBN"
"IL12RB1","Interleukin 12 Receptor Subunit Beta 1","Protein Coding","P42701","58","GC19M018058","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL12RB1"
"LATS1","Large Tumor Suppressor Kinase 1","Protein Coding","O95835","58","GC06M149658","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LATS1"
"PRDM1","PR/SET Domain 1","Protein Coding","O75626","58","GC06P145634","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRDM1"
"MAP3K20","Mitogen-Activated Protein Kinase Kinase Kinase 20","Protein Coding","Q9NYL2","56","GC02P173076","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K20"
"TFDP1","Transcription Factor Dp-1","Protein Coding","Q14186","56","GC13P113584","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFDP1"
"VANGL2","VANGL Planar Cell Polarity Protein 2","Protein Coding","Q9ULK5","55","GC01P160400","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VANGL2"
"DIS3","DIS3 Homolog, Exosome Endoribonuclease And 3'-5' Exoribonuclease","Protein Coding","Q9Y2L1","54","GC13M072752","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DIS3"
"KMT5B","Lysine Methyltransferase 5B","Protein Coding","Q4FZB7","54","GC11M129145","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KMT5B"
"OSGEP","O-Sialoglycoprotein Endopeptidase","Protein Coding","Q9NPF4","54","GC14M020446","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OSGEP"
"PDGFRL","Platelet Derived Growth Factor Receptor Like","Protein Coding","Q15198","54","GC08P017576","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDGFRL"
"TP53RK","TP53 Regulating Kinase","Protein Coding","Q96S44","54","GC20M046684","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TP53RK"
"TRAF5","TNF Receptor Associated Factor 5","Protein Coding","O00463","54","GC01P211326","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAF5"
"VANGL1","VANGL Planar Cell Polarity Protein 1","Protein Coding","Q8TAA9","54","GC01P115641","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VANGL1"
"WNK3","WNK Lysine Deficient Protein Kinase 3","Protein Coding","Q9BYP7","54","GC0XM054484","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNK3"
"WRAP53","WD Repeat Containing Antisense To TP53","Protein Coding","Q9BUR4","54","GC17P121930","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WRAP53"
"EIF1AX","Eukaryotic Translation Initiation Factor 1A X-Linked","Protein Coding","P47813","53","GC0XM020124","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF1AX"
"ERF","ETS2 Repressor Factor","Protein Coding","P50548","53","GC19M042247","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERF"
"POLR2E","RNA Polymerase II, I And III Subunit E","Protein Coding","P19388","53","GC19M001086","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLR2E"
"HSPA6","Heat Shock Protein Family A (Hsp70) Member 6","Protein Coding","P17066","52","GC01P161524","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA6"
"NUP205","Nucleoporin 205","Protein Coding","Q92621","52","GC07P135557","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUP205"
"PUS3","Pseudouridine Synthase 3","Protein Coding","Q9BZE2","51","GC11M125893","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PUS3"
"TPRKB","TP53RK Binding Protein","Protein Coding","Q9Y3C4","51","GC02M073730","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPRKB"
"UFC1","Ubiquitin-Fold Modifier Conjugating Enzyme 1","Protein Coding","Q9Y3C8","51","GC01P161152","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UFC1"
"ARID4A","AT-Rich Interaction Domain 4A","Protein Coding","P29374","50","GC14P058298","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARID4A"
"H3C1","H3 Clustered Histone 1","Protein Coding","P68431","50","GC06P144545","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H3C1"
"LZTS1","Leucine Zipper Tumor Suppressor 1","Protein Coding","Q9Y250","50","GC08M020246","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LZTS1"
"NEIL1","Nei Like DNA Glycosylase 1","Protein Coding","Q96FI4","50","GC15P075346","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEIL1"
"DLEC1","DLEC1 Cilia And Flagella Associated Protein","Protein Coding","Q9Y238","49","GC03P038038","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLEC1"
"WDR73","WD Repeat Domain 73","Protein Coding","Q6P4I2","49","GC15M084639","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR73"
"LAGE3","L Antigen Family Member 3","Protein Coding","Q14657","48","GC0XM154477","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAGE3"
"MGA","MAX Dimerization Protein MGA","Protein Coding","Q8IWI9","48","GC15P041621","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MGA"
"RIOX2","Ribosomal Oxygenase 2","Protein Coding","Q8IUF8","48","GC03M097942","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RIOX2"
"RNF139","Ring Finger Protein 139","Protein Coding","Q8WU17","48","GC08P124474","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF139"
"RNF6","Ring Finger Protein 6","Protein Coding","Q9Y252","48","GC13M026132","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF6"
"TRIM36","Tripartite Motif Containing 36","Protein Coding","Q9NQ86","48","GC05M115124","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM36"
"TTF1","Transcription Termination Factor 1","Protein Coding","Q15361","48","GC09M132375","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTF1"
"ARC","Activity Regulated Cytoskeleton Associated Protein","Protein Coding","Q7LC44","47","GC08M142611","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARC"
"CRNN","Cornulin","Protein Coding","Q9UBG3","47","GC01M163853","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRNN"
"P2RY8","P2Y Receptor Family Member 8","Protein Coding","Q86VZ1","47","GC0XM001462","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=P2RY8"
"LIPI","Lipase I","Protein Coding","Q6XZB0","46","GC21M014108","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIPI"
"URB2","URB2 Ribosome Biogenesis Homolog","Protein Coding","Q14146","46","GC01P229626","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=URB2"
"AXDND1","Axonemal Dynein Light Chain Domain Containing 1","Protein Coding","Q5T1B0","45","GC01P179366","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AXDND1"
"CNOT9","CCR4-NOT Transcription Complex Subunit 9","Protein Coding","Q92600","45","GC02P218580","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNOT9"
"PRPSAP1","Phosphoribosyl Pyrophosphate Synthetase Associated Protein 1","Protein Coding","Q14558","45","GC17M076309","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRPSAP1"
"SLC49A4","Solute Carrier Family 49 Member 4","Protein Coding","Q96SL1","45","GC03P122908","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC49A4"
"TENT5C","Terminal Nucleotidyltransferase 5C","Protein Coding","Q5VWP2","45","GC01P117606","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TENT5C"
"MTUS1","Microtubule Associated Scaffold Protein 1","Protein Coding","Q9ULD2","44","GC08M017643","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTUS1"
"C11orf65","Chromosome 11 Open Reading Frame 65","Protein Coding","Q8NCR3","43","GC11M108308","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C11orf65"
"H2AC16","H2A Clustered Histone 16","Protein Coding","P0C0S8","43","GC06P144622","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H2AC16"
"H2AC17","H2A Clustered Histone 17","Protein Coding","P0C0S8","42","GC06M098183","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H2AC17"
"RAD9B","RAD9 Checkpoint Clamp Component B","Protein Coding","Q6WBX8","42","GC12P110502","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD9B"
"SLC25A40","Solute Carrier Family 25 Member 40","Protein Coding","Q8TBP6","41","GC07M087833","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A40"
"NXF5","Nuclear RNA Export Factor 5","Pseudogene","Q9H1B4","39","GC0XM101832","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NXF5"
"DIP2C-AS1","DIP2C Antisense RNA 1","RNA Gene","Q8N8Z3","32","GC10P000651","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DIP2C-AS1"
"C14orf132","Chromosome 14 Open Reading Frame 132","Protein Coding","Q9NPU4","31","GC14P096056","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C14orf132"
"FER1L4","Fer-1 Like Family Member 4 (Pseudogene)","Pseudogene","","31","GC20M035558","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FER1L4"
"SERHL","Serine Hydrolase Like (Pseudogene)","Pseudogene","Q9NQF3","31","GC22P042500","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERHL"
"CRNDE","Colorectal Neoplasia Differentially Expressed","RNA Gene","","30","GC16M054969","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRNDE"
"SNHG15","Small Nucleolar RNA Host Gene 15","RNA Gene","","30","GC07M045454","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNHG15"
"FABP5P3","Fatty Acid Binding Protein 5 Pseudogene 3","Pseudogene","A8MUU1","29","GC07P152436","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FABP5P3"
"LINC00173","Long Intergenic Non-Protein Coding RNA 173","RNA Gene","Q6ZV60","29","GC12P116533","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00173"
"MIR154","MicroRNA 154","RNA Gene","","29","GC14P117895","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR154"
"MIR181B1","MicroRNA 181b-1","RNA Gene","","29","GC01M198858","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR181B1"
"MIR301A","MicroRNA 301a","RNA Gene","","29","GC17M059151","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR301A"
"SNHG20","Small Nucleolar RNA Host Gene 20","RNA Gene","","29","GC17P123938","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNHG20"
"SNHG3","Small Nucleolar RNA Host Gene 3","RNA Gene","","29","GC01P053466","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNHG3"
"FTX","FTX Transcript, XIST Regulator","RNA Gene","","28","GC0XM073946","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FTX"
"MAPKAPK5-AS1","MAPKAPK5 Antisense RNA 1","RNA Gene","Q8N8E1","28","GC12M111839","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPKAPK5-AS1"
"MIR187","MicroRNA 187","RNA Gene","","28","GC18M035904","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR187"
"MIRLET7A3","MicroRNA Let-7a-3","RNA Gene","","28","GC22P046112","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIRLET7A3"
"MT1DP","Metallothionein 1D, Pseudogene","Pseudogene","A1L3X4","28","GC16P056643","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT1DP"
"HAGLR","HOXD Antisense Growth-Associated Long Non-Coding RNA","RNA Gene","","27","GC02M176172","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HAGLR"
"HOXA-AS2","HOXA Cluster Antisense RNA 2","RNA Gene","","27","GC07P027107","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOXA-AS2"
"MIR137","MicroRNA 137","RNA Gene","","27","GC01M098046","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR137"
"PRECSIT","P53 Regulated Carcinoma Associated Stat3 Activating Long Intergenic Non-Protein Coding Transcript","RNA Gene","","27","GC13M110866","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRECSIT"
"PTENP1","Phosphatase And Tensin Homolog Pseudogene 1","Pseudogene","","27","GC09M033673","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTENP1"
"ZEB1-AS1","ZEB1 Antisense RNA 1","RNA Gene","","27","GC10M031166","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZEB1-AS1"
"ACTA2-AS1","ACTA2 Antisense RNA 1","RNA Gene","","26","GC10P088932","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTA2-AS1"
"DBH-AS1","DBH Antisense RNA 1","RNA Gene","","26","GC09M133654","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DBH-AS1"
"MIR181B2","MicroRNA 181b-2","RNA Gene","","26","GC09P124693","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR181B2"
"POLR1HASP","POLR1H Antisense, Pseudogene","Pseudogene","","26","GC06M099697","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLR1HASP"
"IGH","Immunoglobulin Heavy Locus","Protein Coding","","24","GC14M121123","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGH"
"KRTAP5-AS1","KRTAP5-1/KRTAP5-2 Antisense RNA 1","RNA Gene","","24","GC11P001571","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRTAP5-AS1"
"LINC00589","Long Intergenic Non-Protein Coding RNA 589","RNA Gene","","24","GC08M029673","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00589"
"MIR124-2","MicroRNA 124-2","RNA Gene","","24","GC08P064379","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR124-2"
"NNT-AS1","NNT Antisense RNA 1","RNA Gene","","24","GC05M044943","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NNT-AS1"
"TUSC7","Tumor Suppressor Candidate 7","RNA Gene","","24","GC03P116647","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUSC7"
"CASC11","Cancer Susceptibility 11","RNA Gene","","23","GC08M136319","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASC11"
"DRAIC","Downregulated RNA In Cancer, Inhibitor Of Cell Invasion And Migration","RNA Gene","","23","GC15P166684","1.04986822605133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DRAIC"
